Function,Dimensions,Fitness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mean,Std. Dev.
Pathological,10,4.464167714,4.883652938,4.779670051,4.942469048,4.120996694,4.316644902,4.022456717,4.391104794,4.500067594,4.474323666,4.492572505,4.499177839,4.609284799,4.505565334,4.499914538,4.707305708,5.063205201,4.635077761,4.414569383,4.500882306,4.500146962,4.481717183,4.506533797,4.680379567,4.793659591,4.499673421,4.481642951,4.758702373,4.228867355,4.474100269,,4.540951099,0.223478297
Pathological,20,10.24631489,9.554298126,9.962576293,9.966613835,10.11534198,9.07874206,9.389416335,9.556524895,9.460164895,9.694114157,8.888915311,9.483338441,9.706162826,9.276625329,9.136751957,8.916495613,9.497513583,9.542963078,9.500058613,9.305988983,9.493979791,9.738888737,9.298435932,9.079538041,9.284816735,9.605396446,9.814311535,9.391580497,9.429317054,9.386549203,,9.493391173,0.323743766
Pathological,30,13.92166389,13.93351981,13.89464579,14.8316906,14.97555632,14.68876067,14.10821875,14.45047972,14.52040305,14.95723996,14.56625318,13.5834268,14.0443916,14.75236387,13.93073896,14.73270384,14.36212779,14.73670197,15.11703286,15.67338171,14.29246362,14.28825146,14.10735862,15.01681785,15.25069025,14.96192605,14.50282958,14.2221855,14.65827841,14.03989907,,14.50406672,0.480127393
Michalewicz,10,-0.719498232,-1.625385643,-1.141411305,-1.219635208,-1.918416042,-1.150289922,-1.811397908,-2.349482375,-1.641198685,-0.767321437,-2.193497127,-0.881639791,-0.391618069,-1.611876981,-2.884860718,-0.960767566,-1.316026099,-0.733727209,-0.159579788,-0.828592268,-2.254479174,-0.677377528,-1.778721163,-3.251849164,-1.198910081,-0.362315305,-4.504897155,-1.588860175,-0.145590339,-2.139129398,,-1.473611728,0.959942567
Michalewicz,20,-4.412388347,-3.777049094,-0.829665738,-2.527262473,-4.11095979,-3.23450192,-1.94791236,-5.702776113,-4.060501644,-4.462516399,-3.097978264,-2.251761516,-1.536791053,-2.342707715,-4.086841594,-4.857422946,-2.896154615,-2.002491455,-2.429700471,-2.56950165,-4.806284016,-4.255972372,-1.726399089,-3.727531511,-2.738466398,-2.108696353,-3.806993153,-4.614212179,-4.308070443,-4.259752651,,-3.316308777,1.191854836
Michalewicz,30,-6.401604994,-3.542879575,-3.567553082,-2.630031317,-4.257815662,-6.164603716,-4.26056566,-7.9320038,-3.037272872,-3.826939794,-5.086314509,-5.631338736,-2.363901894,-4.241654503,-4.914948,-2.429307172,-3.498361139,-4.544471431,-4.667429161,-4.68601785,-3.567694844,-2.705424431,-5.241047605,-4.949364844,-4.849382741,-3.487677071,-6.296562335,-4.068367734,-5.315083104,-3.959903141,,-4.40418409,1.286802517
Master's Cosine Wave,10,2.529895876,1.055435154,-2.06425354,1.082196895,0.051927614,-1.342453127,-0.193934126,1.306003748,0.134613767,2.440719283,-2.110622375,2.000071932,2.134702259,-0.743347988,-1.286126686,-0.854114738,-0.562836576,0.375577248,2.78624353,-1.84136048,1.624835294,-1.240201179,-1.314480008,4.338908871,4.291402771,2.938596456,-1.517960221,-3.766131277,-1.84839951,-3.898074524,,0.150227812,2.167438281
Master's Cosine Wave,20,2.486925379,-1.56104418,-3.761626586,-0.993608711,-5.12712267,1.445527734,2.474796995,5.033570374,-2.056824078,1.034542193,-7.30343669,-0.378688852,0.76909179,3.117457906,-3.077674278,1.515204307,-0.507513689,-1.426253072,-2.454880486,-0.877109897,-1.481635222,3.160663446,1.763193965,4.613959173,-0.619337581,2.035296705,1.273614166,3.308042667,3.462876188,-0.443792105,,0.180807163,2.867345979
Master's Cosine Wave,30,8.579252654,-0.336281679,3.488843348,-0.20408941,2.261257073,-8.318350881,-0.77860913,-3.821769539,4.040528303,2.159777287,-2.178903304,-4.603167829,4.298262299,4.840211874,-1.287039281,-3.437486269,-4.990025773,-9.303424406,1.259713437,-0.692416555,-0.703519391,5.683771357,5.910094627,-1.75504281,3.598389138,0.26835023,0.226447953,-6.05099735,0.008200222,4.304183556,,0.082205325,4.275403111
Shekel's Foxhole,10,-0.232966853,-0.197816884,-0.201916666,-0.233557257,-0.235411077,-0.267720185,-0.178515947,-0.254332825,-0.20723305,-0.198984415,-0.189761904,-0.203161497,-0.213204437,-0.165679757,-0.196734699,-0.21110404,-0.19484319,-0.172480081,-0.307927855,-0.140679422,-0.207568934,-0.204625999,-0.187001882,-0.172124778,-0.203449486,-0.211767961,-0.194045919,-0.173155233,-0.177186655,-0.281034422,,-0.207199777,0.035498251
Schwefel,10,-298.9689497,1014.505281,-800.2946418,456.9381166,340.2384116,454.5565815,-27.58010438,1136.040808,-720.7247171,775.4472334,217.2221325,-426.6266623,-480.6787627,-523.032324,-810.2028481,931.7252241,-356.3983933,-448.1232455,548.3488846,308.2207617,-58.03904822,1061.115425,422.3176721,1138.687259,-496.0542198,16.79462203,664.0245104,415.2814122,130.2600219,1153.821138,,191.2940526,626.9449183
Schwefel,20,506.1809117,-2452.313092,1047.574975,-556.8766278,-42.3326449,-1662.612743,962.4322539,-1710.97683,475.4523771,-272.3748994,41.98354917,200.9866217,859.10939,467.3424091,-190.3822511,-917.0237016,479.381315,-1382.362359,1671.810861,864.5180134,-571.6901772,1181.395803,1029.739931,-1211.667892,222.8479504,268.2533124,956.2079088,1118.906585,593.9724121,-714.3052234,,42.10593796,1008.674274
Schwefel,30,1603.858816,-868.6711922,-28.92992858,155.4424824,-1175.459925,-1243.386917,632.7409142,-539.5890939,327.5352882,-1529.677026,-1987.833794,-26.98693652,-1641.348111,-2095.099436,-1302.915691,-804.5436036,-312.645748,-787.8453957,-460.1545089,1316.038916,583.5542153,-1527.260498,963.3887561,563.5260739,402.9967028,-1010.868085,1189.618666,-1450.719718,-732.6423506,313.7700783,,-382.470235,1022.683676
1st De Jong,10,53647.1567,40656.84203,26867.14595,30001.79824,8529.794262,30741.81069,21285.83414,29453.77859,35565.89408,31693.48237,33998.09182,38562.30806,19416.30747,29093.27708,29655.61339,39804.04699,17562.4547,28707.62113,34077.38043,19935.37122,27071.55836,50194.82837,25597.87278,38707.94705,44598.44215,35448.78705,52173.74982,31443.72515,25429.72179,34224.3307,,32138.23242,10131.17206
1st De Jong,20,82284.42531,79140.93989,65171.27322,67675.29816,61734.49453,66703.62642,63524.08173,53815.39695,68363.53469,59789.95154,86238.25359,82546.45106,78918.0979,86104.66418,52391.82016,57989.21213,64968.81953,78777.31762,57534.1631,51508.31014,44715.64184,71004.92276,67724.64122,57535.43939,78909.37383,57077.94508,79408.80357,73418.52755,66456.7412,59185.06671,,67353.90783,11194.27509
1st De Jong,30,93380.22063,93278.57855,98876.43274,103963.1312,117053.3262,113996.6845,106251.7715,89507.88536,102126.9753,94687.00799,102974.5786,112907.8341,97002.12085,87700.0513,79707.65331,91904.33608,83376.67866,92095.5165,116799.1331,134169.8625,131313.757,112663.2521,78643.34916,80840.26797,92479.50554,109086.8085,98488.74539,78901.83954,105717.754,92348.14658,,99741.44016,14403.26444
